Наименование аэропорта РФ;Год периода данных;Январь;Февраль;Март;Апрель;Май;Июнь;Июль;Август;Сентябрь;Октябрь;Ноябрь;Декабрь;Январь - Декабрь
Нальчик;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2009;28035;25970;27335;33302;38778;53250;61685;62504;48827;39702;37766;37024;494178
Нижнекамск(Бегишево);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2009;14920;14333;15743;16607;23953;33716;35396;36442;34993;27750;20880;20299;295032
Нижняя Пеша;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2009;3369;3362;3272;4566;3841;4253;5533;6388;4678;4596;5062;4379;53299
Никольское;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2009;5637;4503;5955;6230;6943;7800;9483;10993;9616;9530;8400;10372;95462
Новосибирск(Северный);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2009;102301;89246;100512;111678;123476;163325;198212;212579;168713;144666;131754;137848;1684310
Новый Уренгой;2009;27198;30123;32052;33710;37674;38265;40767;39248;37066;32197;28127;33302;409729
Ноглики;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2009;17685;15500;17337;21340;34499;43930;48090;49339;44395;28695;21578;24663;367051
Норильск(Валек);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2009;12672;12513;12731;12996;13415;14285;15518;14197;14046;12268;11413;12335;158389
Нюрба;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2009;25748;23370;27425;29273;36493;52505;66306;66289;50339;39050;36659;39522;492979
Омсукчан;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2009;13509;13707;18180;17169;20617;25657;29046;34629;24164;20831;18918;22351;258778
Орск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2009;500;709;874;1407;1514;2143;1946;1753;2649;1841;1191;1202;17729
Пенза;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2009;30783;27905;32942;37351;47708;57010;63664;68319;60044;52530;44517;47220;569993
Песчанка(остров Колгуев);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2009;24147;21252;23959;27182;33215;46366;59230;64459;48493;39927;31678;33687;453595
Печора;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2009;4103;3145;3117;3560;5228;6074;5655;6938;5348;4102;3062;3657;53989
Провидения(Провидения Бухта);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2009;67756;59412;67022;76930;92438;109153;123831;141563;119825;105278;85797;88771;1137776
Ростов-на-Дону(Платов);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Сабетта;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Саккырыр;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Салехард;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Курумоч);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Самара(Смышляевка);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Сангар;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Санкт-Петербург(Пулково);2009;377469;334215;390870;434420;550800;719041;800076;832020;702196;589405;510322;515917;6756751
Саранск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Саратов(Центральный);2009;10463;10416;11774;13206;14438;17101;20019;19438;16241;15462;13390;13645;175593
Саскылах;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Светлогорск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Енисейский;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Северо-Эвенск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Сеймчан;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Симферополь;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Снопа;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Соболево;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Советская Гавань;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Советский;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Соловки;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Сочи;2009;54785;44111;51732;57527;77907;148035;225924;262726;197960;108017;71117;75173;1375014
Среднеколымск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ставрополь(Шпаковское);2009;4477;5413;6477;7505;6226;6908;8142;6742;6419;6393;5905;7096;77703
Старый Оскол;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Стрежевой;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Сунтар;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Сургут;2009;56006;52509;57974;61589;76378;96023;110597;109975;89810;75689;67398;71254;925202
Сыктывкар;2009;9983;10861;12739;12471;13619;17728;19664;20206;18011;15833;13903;15509;180527
Таганрог(Южный);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тазовский;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Таксимо;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Талакан;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тамбов;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тара;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тарко-Сале;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Таштагол;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тигиль;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тикси;2009;478;836;953;931;1092;1278;1409;2909;1486;1211;859;994;14436
Тиличики;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тобольск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Толька;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Томск(Богашево);2009;18900;17312;18317;19904;19612;21731;23469;25161;21153;21391;22163;23856;252969
Троицко-Печорск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тугур;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тура(Горный);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Туруханск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тында;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Плеханово);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Тюмень(Рощино);2009;49625;47074;49424;52753;59149;76392;85847;90797;77912;67802;60206;68080;785061
Удское;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Улан-Удэ(Мухино);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Баратаевка);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ульяновск(Восточный);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Урай;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ургалан;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Уренгой;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усинск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Камчатск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кара;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Куйга;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Кут;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Мая;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Нера;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Хайрюзово;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Усть-Цильма;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Уфа;2009;68540;65392;73682;76513;95549;122150;136540;135500;119757;100033;92183;95070;1180909
Ухта;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Хабаровск(МВЛ);2009;889;930;1106;1214;1768;1308;2036;1749;1480;1274;1274;1220;16248
Хабаровск(Новый);2009;62536;57963;63707;68019;76898;96525;119398;124403;104601;92306;85789;93948;1046093
Хандыга;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ханты-Мансийск;2009;16434;13678;15124;25674;15833;19347;20649;22204;18247;18799;19802;19427;225218
Харута;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Хатанга;2009;555;572;610;799;872;1875;1404;1412;1629;738;666;1814;12946
Херпучи;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Хонуу(Мома);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Хорей-Вер;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Чара;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Чебоксары;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Чегдомын;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Челябинск(Баландино);2009;35230;32091;34925;36509;43109;59146;67515;71655;58345;48033;42934;44095;573587
Череповец;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Черский;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Чижа;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Чита(Кадала);2009;7542;7820;7606;8861;9731;14708;19168;19864;14189;11297;8909;10271;139966
Чокурдах;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Чумикан;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Шарыпово;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Шахтерск;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Шойна;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Шушенское;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Эгвекинот(Залив Креста);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Экимчан;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Элиста;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Эссо;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Курильск(Менделеево);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Южно-Сахалинск(Хомутово);2009;44263;37909;38445;41435;45509;58211;72003;72106;62553;56264;49781;51844;630323
Якутск;2009;26608;24008;33497;37185;35791;56487;67635;73406;54520;43217;35900;38358;526612
Якутск(Маган);2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Ямбург;2009;6116;6007;5905;5755;5657;5701;5487;5636;5440;5603;5800;6721;69828
Ярославль(Туношна);2009;707;610;490;899;221;197;111;140;614;548;596;306;5439
Ярцево;2009;***;***;***;***;***;***;***;***;***;***;***;***;***
Абакан;2008;4446;5220;5015;5826;7396;8916;10751;12022;8268;5889;4432;3991;82172
Айхал;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Алдан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Амдерма;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Анадырь;2008;3545;4537;5477;5627;6655;9281;9521;9742;8468;7848;6415;6119;83235
Анапа(Витязево);2008;11988;12341;15088;18540;32033;90366;131079;137885;80771;21654;11534;11699;574978
Антипаюта;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Апатиты(Хибины);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Васьково);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Архангельск(Талаги);2008;28268;30109;32927;37036;39179;49630;53686;53059;43787;38972;34522;33997;475172
Астрахань(Нариманово);2008;13315;14671;16147;22243;17010;5153;18659;23788;23300;23359;14513;12485;204643
Ачинск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Аян;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Багдарин;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Байкит;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Барнаул(Имени Г.С.Титова);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Батагай;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Белая Гора;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Белгород;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Белоярский;2008;5565;5330;5661;8115;10419;11376;11920;11993;10380;9706;9597;8396;108458
Белушье;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Березово;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
"Беринговский(Филиал ФКП ""А/П Чукотки"")";2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Бийск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Благовещенск;2008;9469;9265;9698;10836;11073;15946;23584;23643;13634;7648;5072;5605;145473
Бованенково;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Богородское;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Богучаны;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Бодайбо;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Братск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Брянск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Бугульма;2008;1786;1817;2222;1713;1916;2126;2514;2650;1916;1582;1393;1485;23120
Буревестник;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ванавара;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Варандей;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Верхневилюйск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Вижас;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Вилюйск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Витим;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Владивосток(Кневичи);2008;66327;62943;70627;71917;79353;95514;115662;127433;96511;82549;67488;67526;1003850
Владикавказ(Беслан);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Владимир;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Волгоград(Гумрак);2008;25192;27802;31644;35979;42609;49326;53948;57633;46266;35071;27684;24091;457245
Вологда;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Волоковая;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Воркута;2008;861;1099;1471;1868;2058;2339;2842;2652;2762;1920;2427;2525;24824
Воронеж(Чертовицкое);2008;9232;11983;13027;14358;16461;21576;24415;26677;21130;14488;10320;10467;194134
Вуктыл;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Геленджик;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Горно-Алтайск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Грозный(Северный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Гыда;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Дальнереченск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Депутатский;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Диксон;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Дудинка;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ейск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Екатеринбург(Кольцово);2008;154538;147920;164313;182005;207584;264382;281078;295995;239555;186964;158576;155009;2437919
Екатеринбург(Уктус);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Елизово(Авачинский);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Енисейск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ербогачен;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Жиганск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Жуковский;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Залив Лаврентия(Лаврентия);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Зея;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Зональное;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Зырянка;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Иваново(Южный);2008;0;0;0;0;0;0;0;0;0;0;0;0;0
Игарка;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Игрим;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижевск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ижма;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Индига;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Инта;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Йошкар-Ола;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Иркутск;2008;70363;66081;75233;76771;77235;98127;117728;121401;86210;65618;58416;55956;969139
Кавалерово;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Казань;2008;38966;44893;52856;61191;68375;81344;87169;90181;90181;57394;47716;43580;763846
Казачинское(Казачинск);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Калининград(Храброво);2008;109983;100337;122300;137239;169434;192596;236172;241452;183938;144621;119382;117006;1874460
Калуга;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Каратайка;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Каргасок;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кедровый;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кемерово;2008;14886;14947;16259;18380;20563;28503;34453;35221;29658;20589;15406;14168;263033
Кепервеем;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Киренск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Киров;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Когалым;2008;16361;15729;16875;16575;17260;17444;17503;18062;16716;16061;15283;15052;198921
Кодинск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Колпашево;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Комсомольск-на-Амуре;2008;1219;1214;821;1083;1320;2431;4268;3742;2925;2622;1616;304;23565
Кондинское;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Коряки(Корякский);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кострома;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Коткино;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Котлас;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Краснодар(Пашковский);2008;96897;98097;110119;120168;134879;165156;190205;207721;164860;123184;101167;96953;1609406
Красноселькуп;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Красноярск(Емельяново);2008;69055;64483;69567;72348;82066;112581;142797;140177;94213;64031;43364;46621;1001303
Красноярск(Черемшанка);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Курган;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Курильск(Ясный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Курск(Восточный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Кызыл;2008;1641;1468;1479;1396;1558;2458;1835;2676;1828;478;412;722;17951
Лабожское;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ленск;2008;3730;3911;4584;5014;6011;6035;6210;6178;4733;5688;6118;6010;64222
Лешуконское;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Липецк;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Магадан-13);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Магадан(Сокол);2008;9820;10658;12413;12757;14735;20627;25398;27082;22304;17094;12889;11740;197517
Магнитогорск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Майкоп;2008;0;0;7;0;0;0;0;0;0;0;0;0;7
Мама;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Манилы;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Марково;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Махачкала(Уйташ);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Междуреченский;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мезень;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мильково;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Минеральные Воды;2008;57178;55042;68022;63007;69837;80241;94835;101305;75233;64032;51815;47217;827764
Мирный;2008;29337;28697;31224;31769;32655;35669;38381;38929;37358;32928;28492;30067;395506
Москва(Быково);2008;605;343;253;436;527;312;462;684;455;653;508;553;5791
Москва(Внуково);2008;473824;486348;563181;604152;723997;831365;856154;909395;841675;691816;477749;463564;7923220
Москва(Домодедово);2008;1371209;1257484;1452795;1595188;1853280;2124151;2301672;2434190;1959326;1592822;1317792;1177607;20437516
Москва(Остафьево);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Москва(Шереметьево);2008;1005900;992323;1145167;1146716;1328764;1478028;1542825;1614767;1456814;1270896;1065348;1018806;15066354
Мотыгино;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мурманск;2008;26238;28052;31765;33685;38965;42119;44073;43014;36658;29026;25012;25122;403729
Мыс Шмидта;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Мыс-Каменный;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Надым;2008;13309;13668;14124;14860;17260;19256;18347;18150;16390;13535;13198;14618;186715
Назрань(Магас/Слепцовская);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нальчик;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нарьян-Мар;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нелькан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нерюнгри(Чульман);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Несь;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеангарск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижневартовск;2008;41605;40875;44267;49155;57643;72395;82617;83792;60626;46760;36818;35720;652273
Нижнекамск(Бегишево);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижнеудинск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нижний Новгород(Стригино);2008;19157;20467;23408;28972;30288;39540;43789;44052;37130;27057;20011;18753;352624
Нижняя Пеша;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Николаевск-на-Амуре;2008;4478;4575;5199;5049;5841;6036;7063;6687;5905;4691;4617;4670;64811
Никольское;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Новокузнецк;2008;7716;7272;7063;7397;7648;12686;16526;17269;12615;7226;6197;6515;116130
Новосибирск(Северный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Новосибирск(Толмачево);2008;131597;126349;141772;141789;147631;186044;231642;244287;193937;150563;125466;120406;1941483
Новый Уренгой;2008;37401;35099;38084;40781;47092;47291;50978;49679;47158;40859;37128;39287;510837
Ноглики;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Норильск;2008;19331;18321;20550;24141;39207;49383;51708;55833;47740;29040;20327;19835;395416
Норильск(Валек);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ноябрьск;2008;14912;16605;16607;17877;17754;21123;20806;21275;18303;17308;15939;15286;213795
Нюрба;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Нягань;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Озерная;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Олекминск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оленек;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ома;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Омолон;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Омск(Центральный);2008;34397;32885;32885;37708;43039;60007;81813;82436;53985;36959;28900;29766;554780
Омсукчан;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Орел(Южный);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оренбург(Центральный);2008;19892;22419;27498;28428;33165;35795;43959;46954;35217;26841;22589;20260;363017
Орск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оссора;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Оха;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Охотск;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Палана;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пахачи;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Певек;2008;555;799;1071;1508;1865;2783;2959;2464;2886;2316;1470;1190;21866
Пенза;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Бахаревка);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пермь(Большое Савино);2008;40130;41567;48400;54659;62159;74498;77941;83617;68304;50312;41403;38421;681411
Песчанка(остров Колгуев);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Бесовец);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Петрозаводск(Пески);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Петропавловск-Камчатский(Елизово);2008;24484;22417;27386;28448;32892;44724;59502;65623;48730;35945;28861;28452;447464
Печора;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пионерный;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Пластун;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Подкаменная Тунгуска;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Полины Осипенко;2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Полярный;2008;4563;3993;4592;4378;5754;7769;7307;8384;7513;4856;4163;4748;68020
Провидения(Провидения Бухта);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Псков(Кресты);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Рогачево(Амдерма-2);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
Ростов-на-Дону;2008;77192;74756;84331;95449;109074;129723;142367;157574;129057;99985;80227;77526;1257261
Ростов-на-Дону(Платов);2008;***;***;***;***;***;***;***;***;***;***;***;***;***
